ID,Name,Experience
458765,Hubert Ware,10
562109,Royal Dixon,11
947334,Brandon Clark,11
316995,James Gilbert,7
798671,Glenn Skinner,5
415004,Victor Camacho,5
770810,Alvin Marquez,12
255640,Rex Lowe,11
311079,Calvin Farrell,11
559421,Colby Potts,7
959306,Dwight Gould,8
713805,Landon Bartlett,6
532285,Diego Melendez,12
664249,Kristopher Mills,2
339483,Son Carrillo,8
155956,Lynn Hooper,8
791119,Calvin Hunt,11
798553,Elbert Potts,4
981925,Jesus Eaton,10
648118,Jim Joyner,4
278391,Saul Velasquez,8
556573,Louis Gentry,7
159472,Clifton Reid,8
871770,Sylvester Deleon,5
338556,Williams Gibbs,10
182719,Marshall Vincent,11
305556,Mathew Wilson,4
915507,Issac Roth,11
761381,Albert Lloyd,12
141022,Rich Chavez,3
528086,Wilbur Carney,5
177821,Sonny Ferrell,4
740281,Elias Henson,10
906797,Devin Mayo,11
790008,Merrill Crane,7
825433,Armando Goodwin,11
941759,Alfredo Evans,6
313864,Wesley Velez,9
978745,Willard Hodge,1
807182,Valentin Evans,4
463743,Trey Gilbert,7
901775,Edmond Hansen,5
197867,Ronny Oconnor,5
423470,Rod Craft,4
238361,Milo Vaughn,5
596366,Sang Cherry,4
725424,Bryant Vinson,8
229037,Sammie Gilliam,5
434723,Jamel Zimmerman,1
501422,Matt Merritt,11
638943,Julio Hobbs,3
935745,Hershel Farmer,8
750581,Marty Rojas,10
468128,Gregorio Gray,7
884877,Bennie Bates,4
870904,Sergio Moran,3
926224,Freddie Middleton,5
220061,Francis Joyner,11
125823,Lenard Walton,9
768943,Eddie Shaffer,10
591698,Andrea Singleton,1
700418,Donald Rollins,2
476635,Vaughn Howe,9
785299,Vaughn Nixon,12
225139,Jeffery Pena,4
308125,Calvin Mcpherson,3
129426,Shaun Hayes,10
399192,Morton Wilcox,9
555551,Johnny Buck,11
245059,Jame Barnett,9
423008,John Kane,9
316407,Cliff Bray,9
410027,Alberto Noble,3
307715,Sam Woodward,4
690117,Tanner Salas,2
149844,Mathew Irwin,6
116530,Hiram Paul,11
234429,Cleo Swanson,4
437970,Philip Nolan,8
766745,Freeman Melton,3
684446,Rogelio Gardner,3
385932,Jose Vincent,8
862150,Abe Duran,9
635915,Joel Morin,6
540696,Isidro Craft,7
870351,Randal Long,11
360498,Rodrick Vaughn,4
397164,Tanner Huff,1
488068,Chuck Hoffman,12
890432,Brice Summers,4
935890,Clifton Mckinney,12
541867,Jimmy Leblanc,2
885774,Fredrick Giles,2
979649,Normand Castaneda,5
599012,Rodney Warner,8
204626,Randolph Patel,11
830006,Jerome Pearson,4
127205,Rickey Frye,7
215589,Amado Roach,10
621606,Randall Poole,7
223379,Chang Duke,9
236366,Isaiah Ayala,6
798043,Edgardo Walter,8
811092,Raphael Delaney,5
288820,Nathan Mccullough,3
138351,Walker Carney,12
130501,Blair Mueller,4
587373,Mario Atkinson,12
750124,Bryan Garner,1
495105,Hal Morris,2
282678,Felix Alvarado,9
241302,Johnie Lancaster,8
790290,Parker Adams,4
924304,Wilford Byrd,4
234880,Douglas Logan,5
443072,Gregg Rasmussen,4
232070,Mary Leach,12
902132,Terrell Bray,7
280781,Bennie William,9
589440,Sergio Vang,4
940754,Vernon Blanchard,10
888277,Patrick Carroll,1
430202,Rickey Mckee,9
928723,Terry Compton,12
449164,Son Gill,4
117603,Vernon Weiss,12
811884,Alton Perez,6
463579,Tanner Langley,8
915993,Caleb Morrison,10
836259,Brent Osborne,6
520719,Carlo Salas,8
409341,Dudley Sanders,10
528576,Jay Callahan,4
315565,Terence Sawyer,3
242740,Wiley Livingston,9
763459,Rich Mcconnell,5
239010,Armando Hayes,3
865905,Edwin Wilkins,2
657908,Horace Hooper,7
652723,Carson Rowland,12
944699,Cliff Mack,10
517283,Javier Frye,3
176214,Santos Pitts,8
680485,Maynard Brady,12
891142,Dannie Avery,10
810984,Raymundo Caldwell,10
896022,Josiah Gardner,2
162773,Jacob Mejia,1
408036,Silas Carr,9
591248,Marshall Manning,6
562393,Bradford Perez,4
808843,Carlton Yates,4
645393,Terry Mooney,7
685818,Leonardo Bass,6
747647,Lance Mueller,9
846178,Tommie Collins,2
754091,Ronnie Cantu,10
808727,Carey Jordan,3
143029,Jonah Robbins,2
923271,Enrique Richards,10
621988,Genaro Snider,6
240842,Josiah Reed,4
517038,Cruz Olson,6
456842,Newton Richards,4
276700,Bruce Meyer,2
510431,Tod Reese,3
451543,Josue Webster,3
423508,Charlie Bruce,4
399486,Agustin Phelps,12
295933,Lazaro Rosales,4
855670,Reid Robles,10
151449,Brain Rios,11
394700,Kendall Wilkinson,3
328740,Damon Bird,5
924134,Wilson Zimmerman,10
556518,Arturo Frank,9
237003,Harley Hayes,4
518193,Everett Carr,11
540019,August Bauer,8
489463,Herschel Carney,6
763039,Vincent Hull,4
854365,Loyd Spence,4
233110,Branden Estes,4
416483,Eric Le,5
629763,David Bass,3
755278,Irwin Sweet,6
471560,Keith Holden,5
988676,Abdul Rasmussen,7
606109,Terrence Adams,8
414129,Wyatt Aguilar,1
286890,Ernie Donaldson,3
944811,Josh Deleon,8
975770,Dennis Collins,10
590955,Dick Colon,8
565658,Eric Lott,3
569664,Irving Dodson,2
939970,Scott Britt,6
848744,Scottie Bradley,1
452230,Eloy Spencer,8
930129,Beau William,10
909139,Josef Atkinson,2
678436,Daryl Bender,2
196011,Julio Jacobson,10
666886,Johnny Reyes,1
572348,Jared Floyd,11
846144,Donnell Paul,8
665326,Jasper Sheppard,5
119399,Clement Rodriquez,5
744539,Orville Blackburn,11
518154,Doyle Roth,2
416872,Albert Lopez,5
339806,Dorian Pittman,3
991522,Jessie Daniel,11
830373,Nelson Hoffman,2
987377,Mitchel Sims,8
551251,Malcolm Graham,4
143864,Hershel Marshall,3
679990,Shelton Franklin,11
851939,Efren Trujillo,1
272885,Ashley Chase,12
588553,Jonathon Rios,6
739367,Quincy Marquez,7
271247,Bruno Barry,8
778200,Otis Lloyd,11
338449,Jack Moss,5
581042,Eugenio Sullivan,2
138800,Numbers Bernard,4
553362,Emilio Floyd,5
435055,Gregg Farley,5
469392,Ezra Hill,6
161467,Reuben Bryan,8
755543,Carlton Atkinson,10
129077,Mark Moreno,8
707856,Marcelino Mayo,1
817818,Carter Hines,11
226811,Charley Burks,12
283199,Edward Acevedo,9
319493,Gino Lucas,2
205347,Jamal Hebert,6
508019,Carmine Newman,7
774862,Louie Joseph,3
394200,Reuben Mccoy,6
887692,Lamont Tucker,8
408248,Randell Richardson,7
787931,Lionel Ortega,7
547050,Sandy Cantu,12
964084,Everett Hewitt,8
574256,Alfredo Marshall,5
215473,Humberto Vance,6
932175,Yong Mckay,11
472119,Rich Morin,11
282137,Rafael Burnett,2
395867,Johnathon Watson,1
923329,Raymundo Preston,9
901654,Hank Gillespie,10
673438,Fritz Peters,10
626693,Basil Gilmore,2
683325,Brendan Mercado,12
486465,Mac Campbell,4
213493,Gavin Daniels,10
234177,Courtney Jimenez,6
289041,Odell Lee,9
384810,Leland Franco,3
149750,Eric Harrell,12
864858,Sydney Campbell,4
856418,Benny Huffman,4
415537,Salvatore Herrera,2
414557,Milo Harrell,5
999475,Jimmie Keller,7
554345,Anderson Rivers,7
349751,Jason Harrison,9
194598,Cliff Bernard,8
466860,Jeffry Cherry,4
618554,Hung Mathis,10
535812,Larry Carney,5
500345,Francis Marks,3
735598,Mark Perez,10
921061,Melvin Cochran,8
968785,Vince Clay,8
735499,Pasquale Cohen,10
983480,Buford Marks,1
206279,Myron Lamb,4
582100,Mauro May,12
821988,Leo Hurley,12
611384,Ward Bates,9
993792,Parker Holder,1
316999,Daniel Love,7
880526,Gordon Gibson,8
201612,Charley Walsh,8
481137,Reinaldo Holman,6
191985,Duncan Casey,3
244500,Phil Waller,2
920668,Hiram Poole,6
335470,Philip Mendoza,9
150036,Jason Hull,11
251640,Raymundo England,6
588702,Chester Maddox,6
707453,Lamar Atkins,3
239168,Andy Whitaker,9
146790,Bob Buckner,11
637843,Kent Barrera,5
689587,Samuel Kane,3
126316,Logan Riley,2
318026,Carlos Fernandez,7
848311,Scotty Decker,6
774548,Rodolfo Parker,2
611233,Romeo Cain,2
421652,Darren Roberts,10
528969,Archie Huffman,9
202408,Jamel Burnett,1
918148,Carmen Barrett,11
396091,Landon Bradley,10
808996,Elias Good,6
752301,Myron Ayers,2
654102,Spencer Bell,11
809104,Shirley Holland,8
929548,Jeffry Barrett,4
978535,Mary Hoffman,2
211729,Guillermo Santana,8
760573,Martin Mosley,1
979873,Louis Schwartz,4
446702,Karl Downs,10
505362,Luke Griffin,2
451940,Andy Mills,5
411196,Alfredo Mosley,1
636457,Wilford Bentley,10
262702,William Hogan,9
422323,Eli Gray,2
328389,Sal Perry,1
733184,Clyde Bowen,5
649821,Micah Alexander,12
117956,Norman Carney,3
670526,Lamar Dunlap,8
752997,Rodolfo Sawyer,7
340599,Shelby Patrick,11
239415,Zachary Macdonald,10
280326,Julian Gentry,6
445516,Erwin Conley,6
586177,Buddy Leach,12
866614,Adolph Gonzales,2
751376,Augustine Barnes,12
196645,Alphonso Odonnell,1
728839,Bennett Mejia,9
694921,Guy Stuart,2
719798,Frankie Romero,3
375797,Alexander Perez,12
160350,Marc Dixon,10
937931,Jonah Durham,11
155916,Isiah Mendoza,1
905335,Zachariah Hays,5
502509,Sebastian Finley,5
563580,Ali Albert,8
433698,Russel Vincent,12
163351,Josue Sears,10
898816,Thurman Riddle,10
641368,Rusty Griffin,2
177982,Alexis Sears,1
330889,Hugo Mays,7
639474,Lenard Giles,4
911800,Sidney Wade,8
222807,Deon Berg,11
516945,Theron Gallegos,12
230829,Shane Tyson,6
133610,Richie Bowen,12
791967,Rodney Joseph,9
772354,Bret Myers,12
909265,George Fitzgerald,2
208763,Burt Downs,10
679572,Stephan Vance,6
992569,Garland Moran,6
821754,Mitchel Wolf,11
751897,Giovanni Glass,8
208375,Dante Merrill,3
931551,Pablo Camacho,2
317525,Nickolas Potter,3
993099,Mitchell Snider,2
854776,Vance Jacobs,8
437878,Gail Payne,3
350842,Jerald Lamb,8
125134,Dominique Bird,7
651597,Clair Lindsey,9
801970,Gerardo Bolton,8
217117,Jerald Petersen,7
539548,Charley Poole,11
479754,Joseph Singleton,3
992197,Art Smith,9
844571,Young Faulkner,8
618339,Orval Sparks,8
804360,Alfred Atkins,3
335435,Forest Larson,12
308129,Gilberto Mullen,11
192292,Newton Barrera,2
410844,Gino Wilkerson,2
530958,Doyle Vinson,4
232194,Cedric Jackson,7
888196,Jackie Sargent,3
696612,Darwin William,4
775434,Leroy Lester,12
860093,Gilbert Clay,1
476072,Clifford Jackson,2
407160,Theodore Gardner,2
221262,Santos Sparks,10
790187,Randal Rasmussen,8
771945,Jerome Gilmore,10
372188,Alton Chavez,5
657125,Solomon West,12
489761,Trey Pacheco,3
651738,Monty Sawyer,1
463929,Clement Rojas,7
521878,Octavio Stephenson,12
697802,Ed Nelson,7
842936,Edwardo Conrad,8
333260,Adolph Knowles,10
696218,Jefferson Pratt,1
161109,Caleb Fuentes,10
938475,Sherman Hoover,9
368041,Andy Rosa,10
738794,Johnnie Scott,1
703738,Dillon Moon,12
188409,Vito Bryant,12
206997,Benjamin Russo,4
677871,Rusty Ramsey,6
963113,Roger Rowe,10
291577,Damien Vaughn,1
142501,Royal Martin,10
358556,Marcos Dejesus,2
126137,Ben Haynes,1
409492,Roscoe Pugh,2
967793,Roland Wallace,11
790017,Kenneth Myers,3
998638,Cyrus Mccoy,9
402452,Mauro Fletcher,7
490868,Jason Morris,10
381597,Dudley Stone,11
852587,Shelby Langley,1
732315,Karl Campos,1
937260,Ronnie Schmidt,3
290034,Don Hawkins,12
273325,Harry Thomas,3
809726,Hugo Cox,4
575035,Vaughn Lawson,1
211129,Vincent Torres,5
673451,Rico Peck,3
230226,Elias Maxwell,6
673126,Eloy Meyer,11
615857,Chuck Harrington,11
251151,Clarence Vaughan,4
232585,Desmond Lester,6
237448,Roland Buchanan,4
764254,Eddy Charles,1
837427,Hector Howe,12
934912,Doyle Mercer,12
747004,Augustine Melendez,7
497086,Darwin Ellis,8
743314,Rufus Herman,8
570767,Howard Aguirre,4
445556,Rodger Adams,8
471961,Deon Harvey,5
273769,Landon Faulkner,5
280832,Sergio Joseph,6
411066,Dominic Herman,11
843879,Chance Bradshaw,11
352677,Leland Brown,12
237902,Jaime Knight,12
180696,Rupert Whitley,8
168016,Malcolm Marshall,5
481176,Santiago Grimes,9
438561,Terence Frost,2
709146,Laurence Dixon,3
746945,Emery Carney,12
473773,Sonny Workman,4
828174,Joesph Mcgowan,9
438094,Allan Johns,8
866744,Steve Wright,8
638900,Mitchell Bean,9
759226,Marshall Bowman,2
476750,Houston Lambert,10
588664,Emory Gardner,6
403910,Joe Jacobs,7
449655,Jimmie Frederick,11
226863,Basil Tyson,7
651910,Randall Hamilton,5
717861,Vance Jarvis,8
885624,Chuck Anthony,3
341048,Dante Delaney,12
709748,Carroll Landry,6
454287,Bryan Ortega,4
390973,Hugo Dillon,1
570009,Antony Jennings,2
454506,Randall Dawson,6
147313,Johnny Rowe,10
307771,Jerrod Cooley,5
498653,Guillermo Case,10
964798,Omar Wilkerson,12
616656,Cliff Hubbard,4
232425,Albert Ratliff,12
504422,Hershel Middleton,7
941632,Ulysses Burris,11
925954,Sal Glass,12
585128,Terrence Bean,6
271180,Stephan Alvarez,9
277858,Dillon Eaton,6
118882,Quinton Irwin,8
957082,Micheal Swanson,4
191995,Guillermo Beard,10
294276,Lavern Tucker,3
955260,Rodolfo Roach,11
457714,Vito Mcdaniel,7
327467,Truman French,8
642418,Horacio Booth,1
536053,Christoper Conner,5
950796,Kim Mcmillan,1
475176,Clay Murphy,10
873985,Lemuel Ramsey,3
706151,Andre Finch,5
734991,Jess Martin,5
461350,Lawrence Rodriquez,10
454745,Mervin Gardner,12
901588,Isidro Mcneil,2
891083,Thurman Hardin,9
654747,Aubrey Brock,10
778415,Angelo Bray,3
996768,Willis Woods,8
295864,Reid Kirkland,6
924999,Darwin Olsen,7
291663,Cory Garrison,5
818352,Steven Landry,9
636018,Marshall Cooke,8
712045,Royce Conrad,5
507999,Margarito Banks,9
770255,Dwight Wheeler,10
977573,Mathew Gross,2
206695,Wilmer Ellison,6
688327,Romeo Berry,8
903098,Theodore Mcbride,5
557561,Sung Travis,8
864516,Josef Donovan,6
743727,Numbers Kidd,2
205865,Emanuel Baird,1
909024,Clifton Guerrero,9
808609,Kevin Riggs,1
804895,Bud Mckay,4
564246,Jordan Hinton,9
208230,Thanh Meyers,12
232387,Ramiro Huffman,4
124923,Marvin Cabrera,6
274518,Leslie Brown,11
288568,Freeman Shaw,8
802355,Bob Gomez,5
648744,Bryce Blankenship,3
224106,Thad Cain,4
543320,Rob Whitehead,2
838662,Tommie Gregory,11
138130,Jayson Mcgee,4
516579,Nolan Rutledge,2
939556,Wilfredo Oconnor,3
495659,Matt Pearson,1
630030,Adrian Nelson,9
874431,Cecil Huffman,3
809793,Gino Ellison,8
942454,Mitchel Cross,3
228229,Nathaniel Dominguez,1
375190,Pat Garza,8
532560,Landon Pace,7
210135,Reynaldo Herring,10
228355,Vance Knapp,2
965308,Joseph Mcgowan,7
768500,Antonio Golden,1
816768,Monte Gutierrez,1
909541,Alfonzo Myers,6
529604,Shelby Porter,4
140932,Delbert Gross,5
725731,Harold Pickett,5
214985,Roosevelt Green,1
405156,Dudley Burris,11
249736,Claudio Shannon,4
526273,Van Coleman,1
654723,Benjamin Freeman,4
672964,Alexis Guthrie,1
240799,Dino Moon,7
169618,Millard Serrano,5
430633,Byron Reyes,7
116286,Phillip Duke,6
486573,Abraham Rodriguez,4
371751,Buddy Luna,4
783654,Darrel Clay,11
845635,Shirley Holman,5
266624,Sammie Greer,4
682855,Jed Edwards,11
229899,Albert Lindsay,5
701561,Giovanni Mullins,7
114862,Bud Rodriquez,1
445650,Monte Bauer,8
574544,Ezra Marquez,8
990758,Gonzalo Hurst,2
833424,Tracy Mann,12
864834,Antonio Dickerson,12
703495,Abraham Phelps,10
222179,Tristan Dillon,7
951011,Clay Ramirez,2
187639,Terrance Burke,8
375051,Bart Spencer,10
509810,Bud Joseph,7
625661,Emil Spencer,4
662168,Lee Whitaker,4
678244,Stephen Frazier,4
864339,Zane May,1
436424,Clayton Guerrero,7
606834,Devin Stokes,10
268942,Bud Dillard,5
484822,Fidel Fry,5
397241,Clayton Durham,11
924252,Chase Ross,10
717079,Bernie Franco,1
494794,Scott Buchanan,5
970841,Lazaro Santiago,8
281794,Jefferson Bentley,11
520539,Mervin Daugherty,3
567269,Cornelius Villarreal,11
749292,Josh Wilkins,5
292144,Lazaro Andrews,10
896825,Laurence Tran,11
216408,Andres Short,4
579003,Hubert Williamson,10
249410,Hal Rivers,1
241389,Frank Velez,3
311405,Carol Wilkins,5
796832,Cameron Neal,6
976347,Nigel Harmon,7
363748,Frederic Houston,12
368157,Arthur Weiss,10
466203,Henry Whitaker,2
893798,Yong Koch,7
501368,Anibal Mcintosh,8
507594,Tommie Rojas,4
390989,Travis Bridges,11
312364,Rob Stephens,1
444670,Jarrod Contreras,10
969572,Duane Moreno,2
129405,Brant Ellis,8
612960,Scott Hopkins,11
328690,Chi Mccall,7
960091,Edgar Stafford,10
563448,Rickey Hinton,12
982922,Austin Glass,1
646972,Dudley Peck,6
387407,Julian Ellison,9
468347,John Hendricks,10
707678,Stan Wynn,3
709899,Kevin Morris,12
931481,Wallace Short,6
415337,Tommie Wiggins,2
795746,Armando Guy,7
880808,Bruce Tanner,2
224527,Brendan Weiss,10
674436,Kenneth Cardenas,11
492623,Alva Gray,1
589874,Reyes Koch,9
476018,Jonathon Mclean,5
228339,Ira Sutton,9
239118,Nathaniel Mccormick,6
125780,Sammy Browning,10
431018,Sammy Alston,3
452967,Myles Reeves,1
407464,Daryl Quinn,11
871827,Salvador Mccarthy,1
884068,Lynn Berger,6
131361,Dudley Douglas,2
259652,Brooks Nieves,2
430932,Emory Foster,1
637522,Tommie Mcgee,4
467568,Lemuel Crawford,9
683539,Clinton Daniel,4
417301,Roosevelt Butler,3
682104,Freddy Stanley,11
544977,Stacey Sweet,10
928962,Jaime Small,8
248088,Alphonse Jordan,3
599683,Rufus Williams,4
117980,Rubin Ochoa,3
899405,Clarence Wall,5
935067,Morris Carey,5
521604,Ignacio Goodman,11
848091,Andre Massey,4
999219,Thaddeus Burgess,5
209627,Dante Hensley,9
642586,Daren Morales,3
651163,Walker Cummings,4
425289,Delmer Monroe,6
314444,Jerold Carpenter,4
956821,Jesse Duncan,12
711278,Carmine Kim,2
125371,Simon Rocha,12
906259,Marcus Hines,4
327429,Bradford Mcleod,6
272413,Kurtis Bonner,3
645306,Elmer Holcomb,12
180869,Carson Cherry,8
222563,Brain Rivera,5
541221,Weldon Holt,7
198476,Leroy Dunn,5
664807,Hugh Slater,1
673745,Ruben Cooper,11
812026,Vincent Mcneil,1
957459,Kareem Mann,9
118109,Kim Giles,10
900863,Vince Hobbs,10
147382,Rusty Witt,7
456816,Genaro Scott,3
437096,Thad Guy,3
159397,Scott Lancaster,1
169739,Neal Decker,4
995863,Eddie Poole,6
779374,Erin Elliott,4
587639,Eugene Palmer,4
964222,Chad Henderson,11
597006,Arnold Case,10
688836,Edward Lyons,4
498361,Abdul Zimmerman,8
759183,Jamie Fernandez,5
186298,Bradly Mcintyre,7
776211,Jeffrey Lowery,6
337146,Greg Hyde,8
273427,Alvin Head,8
329548,Alphonse Montgomery,7
955183,Gus Underwood,1
862947,Kennith Mcgee,5
174542,Houston Guerrero,6
857324,Denis Webb,12
678498,Diego Zimmerman,7
661971,Myron Nichols,5
537235,Rusty French,9
712170,Refugio Dale,7
285184,Jarrett Palmer,2
994907,Sung Stein,6
523887,Scotty Luna,12
684722,Hunter Wright,10
792224,Angel Cunningham,10
199699,Merrill Potts,6
953997,Pasquale Hutchinson,2
149818,Rick Pena,6
352882,Abel Harper,9
760995,Carlo Witt,3
873626,Jody Spears,11
247051,Efrain Page,8
715045,Morton Santos,2
601808,Daryl Case,2
569286,Reed Jacobs,10
172440,Sheldon Allison,6
568435,Edwardo Baker,1
597409,Javier Turner,3
359608,Coy Holman,2
803426,Dion Christian,3
669618,Jarrod Dudley,1
